id,angular_moment,contrast,variance,idm,sum_average,entropy,sum_variance,sum_entropy,difference_variance,difference_entropy
061-bg-01,7373671572.0,24373090.0,1.289511101196304e+18,92776.59430126403,6636745.0,119822.69895400156,5.705600978242851e+18,-531422.8878392064,3.0049477760152984e+16,524178.6156516173
061-bg-02,7685928360.0,20151344.0,1.6073818974366446e+18,94461.7982765066,7344607.0,121849.86283941178,6.987627326250426e+18,-532842.619851954,2.9037797657025656e+16,534557.2297019672
061-cl-01,7185477556.0,22919120.0,1.7589852745308214e+18,91702.19065429155,7697957.0,121597.43915558298,7.676151289941892e+18,-523955.7946134458,3.1483498502919084e+16,526080.8719223413
061-cl-02,6369104738.0,20995604.0,2.23538960638082e+18,90093.93523273546,8612424.0,123631.54455987044,9.6082556817691e+18,-507949.0143920212,3.168827809616052e+16,528878.4934193493
061-nm-01,6884573510.0,18423786.0,2.0930205511772045e+18,92211.15576963492,8255671.0,125852.73908934346,8.828750916048472e+18,-512522.74495389336,3.300494590920997e+16,541239.8612673637
061-nm-02,6474556070.0,15973714.0,2.3429169199028623e+18,91325.3477605431,8712018.0,126535.1997637192,9.8317858244744e+18,-506275.3703995987,3.193053635323583e+16,542841.7985308649
061-nm-03,7752619594.0,19827112.0,1.5490394701792952e+18,94266.82885693783,7171063.0,123339.08393257782,6.66131818861702e+18,-530460.0165979684,3.0307460253358656e+16,538452.836777726
061-nm-04,7937719732.0,21545036.0,1.420361143582009e+18,94503.22438792716,6881895.0,122931.9392831106,6.134918519776707e+18,-533540.8500575206,3.0150937692718544e+16,536923.1159880597
061-nm-05,8077810784.0,24733274.0,1.0728607943407246e+18,94942.17000797088,6029105.0,120870.10121353438,4.708654215094851e+18,-540468.2588231369,2.8311694392410136e+16,532760.840370249
061-nm-06,7905484136.0,26236234.0,1.0741572014834266e+18,94414.31538978612,6040282.0,120503.84018808372,4.726126853711244e+18,-538729.0315513408,2.886921535017117e+16,531053.0503739369
062-bg-01,6863349746.0,23282368.0,1.758783626213856e+18,88503.83152807297,7786488.0,119023.69848577988,7.853707797723817e+18,-521133.0534779711,3.400170450142796e+16,510288.5394340028
062-bg-02,6641875458.0,21061898.0,1.8155601357741368e+18,87845.73101810897,7898766.0,119388.38731535785,8.081839034002674e+18,-517545.0454329435,3.4085929711337856e+16,510695.403704453
062-cl-01,7127978928.0,22215592.0,1.9401687223410552e+18,89731.35462217349,8243444.0,116782.02925558726,8.802547633340301e+18,-530628.760834142,3.0982168320657704e+16,506601.7370210906
062-cl-02,5650225030.0,18240650.0,4.1105397109320975e+18,85931.78956576837,11667558.0,124202.39276459752,1.763415398551378e+19,-493193.5211195254,3.662291801084424e+16,520059.1985184978
062-nm-01,6707323088.0,16348164.0,2.357433958480424e+18,89365.38324608683,8837093.0,123880.2992913907,1.0116091118533573e+19,-511370.6787835668,3.346147747323712e+16,528568.8579356413
062-nm-02,7088969590.0,20692368.0,1.8565081891591693e+18,91357.89176612772,7882038.0,122415.07660672354,8.047668096693401e+18,-520922.4663308967,3.261954873341596e+16,528493.0191870759
062-nm-03,7313724706.0,22637898.0,1.6716695753092398e+18,91609.40919672794,7512930.0,121416.79196932047,7.311577792047312e+18,-525827.9420683632,3.18050201861106e+16,526251.7692341997
062-nm-04,7196118038.0,23447108.0,1.6257209813726807e+18,91179.83719391737,7422888.0,121072.11752557452,7.137366493003087e+18,-524429.9289483014,3.1193807668749904e+16,524073.09389428585
062-nm-05,7256272232.0,19550012.0,1.69123251636407e+18,91195.38905807708,7541727.0,121896.24391029432,7.367738910941826e+18,-524019.2111214359,3.1732162775017944e+16,526726.3937219962
062-nm-06,7081412672.0,23981948.0,1.4746972114452846e+18,90394.52727075036,7090201.0,120375.28385220408,6.511914619226775e+18,-523780.7118148537,3.1234170035223144e+16,519925.4492922667
063-bg-01,6844911976.0,22339390.0,1.638737107334118e+18,88035.2112361721,7513594.0,119255.3342936468,7.312852091722904e+18,-520957.8445228354,3.4733427788730856e+16,510238.4801414536
063-bg-02,7451736688.0,26587624.0,1.418945494339277e+18,90910.33084878404,6982918.0,119459.30722644652,6.316332578298945e+18,-531074.8938845771,3.220413520901255e+16,518062.484885432
063-cl-01,8144291460.0,23424788.0,1.0830002000940776e+18,94699.54076907072,6091915.0,119555.53888270316,4.807265400693542e+18,-543224.1108707456,2.7197678148255456e+16,527653.0688976605
063-cl-02,7138342276.0,22106020.0,1.6159870297479626e+18,91710.9783766492,7369383.0,121942.75452896857,7.034848279613733e+18,-522540.5921926778,2.9633838729319824e+16,527084.1607692353
063-nm-01,8032270230.0,22138980.0,1.253693729891916e+18,94600.42483068704,6514895.0,121045.68888996112,5.498021659007455e+18,-539109.1432715761,2.6760269408015656e+16,532271.5814580732
063-nm-02,7796567412.0,24089154.0,1.232708757227924e+18,93866.22059197428,6465018.0,120854.49377500555,5.414157876394779e+18,-535265.3752675509,2.7606926541502108e+16,529455.8073030346
063-nm-03,7661340140.0,22567446.0,1.253838902166507e+18,93101.9329249263,6530563.0,120477.51702591352,5.524494423457267e+18,-534058.6059759218,2.7831936554460816e+16,527070.6776091625
063-nm-04,7862922074.0,22546058.0,1.151276567717686e+18,93786.08445294992,6254013.0,120496.0220455142,5.066506830706557e+18,-537474.3276277761,2.7996824996739264e+16,528887.9990990349
063-nm-05,7781036404.0,22198138.0,1.3285686867597624e+18,93955.86166537835,6704731.0,121019.84572082711,5.823102810494761e+18,-535059.3803593263,2.881508949181224e+16,530483.154812767
063-nm-06,7843572694.0,22345786.0,1.3628711517724593e+18,94138.21125593007,6780304.0,121378.08156565936,5.955116563680824e+18,-535379.153104966,2.8484787545955708e+16,531629.7643483789
064-bg-01,6267009578.0,20219206.0,2.7144358054355016e+18,86960.48619880977,9471500.0,124430.6395274968,1.1620686151298318e+19,-502447.6453153037,3.844090440962905e+16,523993.6572322287
064-bg-02,6590160708.0,22139642.0,1.9612843054207053e+18,88069.16116689691,8129627.0,121794.21429889598,8.561188046626569e+18,-513493.3024044245,3.659999080822939e+16,518735.25122260704
064-cl-01,6706794390.0,22161544.0,2.078024004418068e+18,88838.56408317981,8398759.0,120726.35691356553,9.137403732318668e+18,-517447.910109584,3.5547043112991736e+16,517362.1093052438
064-cl-02,6679723732.0,21629674.0,1.891564349151274e+18,87801.82897780093,8035689.0,120074.37309933204,8.364468148383142e+18,-517693.0668775031,3.604732957781369e+16,513202.03075852286
064-nm-01,4547773892.0,15368008.0,4.3019063719176064e+18,85301.48849060248,11611762.0,131689.5589838458,1.746597792439983e+19,-467496.983590363,3.925177400724903e+16,546315.051179064
064-nm-02,6495754694.0,20621266.0,2.6639319542536084e+18,89217.99014504066,9314686.0,126162.98553560291,1.1239093125599295e+19,-505235.2278033306,4.118469055924388e+16,534976.5552848759
064-nm-03,6361671006.0,21748944.0,2.539043771766776e+18,88423.82821162435,9124130.0,125264.4763887133,1.0783939468803428e+19,-504431.4378106979,3.954931206596981e+16,531012.826842143
064-nm-04,6556422736.0,22165546.0,2.64658435210909e+18,89601.51502077587,9296429.0,125746.4191762169,1.1195075903822705e+19,-506999.2620757868,3.898792247472672e+16,535126.0464999096
064-nm-05,6427053288.0,20015228.0,2.6817695529122053e+18,88313.2073807759,9353068.0,126059.35324302058,1.1331905762346975e+19,-503499.47243694105,4.023186333465158e+16,532647.2212521664
064-nm-06,5782567764.0,17384924.0,3.354290653910933e+18,87764.68555798547,10341812.0,129200.79779757558,1.385444591948815e+19,-489640.0574139114,4.03095947457834e+16,541157.7848384288
065-bg-01,7476058262.0,19286282.0,1.5743693746274028e+18,93097.71774390482,7177878.0,125142.33285262146,6.673997048647967e+18,-523404.4815106124,3.867864967322124e+16,541688.7961867448
065-bg-02,7673791748.0,19452610.0,1.5248704669346716e+18,94403.69407562268,7052368.0,125505.29291225878,6.44264114375178e+18,-526771.3567479146,3.701553738924514e+16,545874.3104726314
065-cl-01,7153299454.0,22500704.0,1.3926171810728456e+18,89487.54681308499,7015523.0,115807.72669893036,6.375431940209413e+18,-533532.6584765507,2.8039093777760504e+16,505083.3222822856
065-cl-02,7057838046.0,21640176.0,1.4189990769366303e+18,89539.8625224931,7074910.0,115977.12280029284,6.483828276910239e+18,-531611.8871006916,2.8670281208787936e+16,505385.07156863634
065-nm-01,7983815310.0,18730764.0,2.105127727521184e+18,97737.03048442648,8140508.0,129772.074384416,8.584188676188412e+18,-526563.9622429351,3.77670509564719e+16,568666.2284726251
065-nm-02,7617488132.0,16418584.0,2.1636457272308984e+18,96339.7904963776,8234056.0,130692.71302505804,8.782620317999051e+18,-519236.5496379483,3.366552118885048e+16,567502.4747366317
065-nm-03,7507512586.0,16101954.0,2.2020149777153567e+18,96446.54690800472,8306590.0,130553.07030066314,8.938034643873048e+18,-518996.2400207795,3.309594836271361e+16,568158.7674294672
065-nm-04,6775946578.0,14190254.0,2.474612244875649e+18,94530.85562437716,8775154.0,131613.39873813107,9.974848725326223e+18,-506814.2500597203,3.216622668895663e+16,567534.2613589348
065-nm-05,7865034468.0,16944012.0,2.057784704595109e+18,97488.26281277568,8041788.0,130187.23938781153,8.377251379753349e+18,-523738.72288741946,3.3490445247126856e+16,568130.0044111724
065-nm-06,8103977046.0,18943450.0,2.108019366825348e+18,98284.25615393162,8147674.0,129699.21082611808,8.599308019155301e+18,-529088.8509501144,3.5143012424112744e+16,569923.200436641
066-bg-01,7180854318.0,21964578.0,1.917494450829223e+18,91026.3583795705,8035131.0,121686.79571599736,8.363319968348084e+18,-522956.3302015365,3.244657202309473e+16,525041.1404532583
066-bg-02,7014972524.0,20253386.0,2.568589334143194e+18,90927.5390879888,9204974.0,124339.80957337972,1.097588070264802e+19,-515660.79830423696,3.461544472994277e+16,532609.0931207328
066-cl-01,7042857824.0,22539384.0,1.4401634642515628e+18,88551.72291589147,7121940.0,116434.392606741,6.570318402261983e+18,-529501.7004552218,2.9515353692181136e+16,503608.8389852128
066-cl-02,6782503650.0,20515750.0,1.6277412101322004e+18,87120.84665746392,7552165.0,117005.72981301173,7.388109629283032e+18,-523565.2592921309,2.987564320854677e+16,502203.6722447391
066-nm-01,7409552256.0,20246224.0,1.5200931592932155e+18,92579.84754069347,7131796.0,122382.00678626484,6.588559214958933e+18,-526790.2010191864,3.0824800694548864e+16,532098.620159251
066-nm-02,7265266290.0,18987786.0,1.6057352801239877e+18,91692.45351103814,7319899.0,122889.71659179126,6.940697024696395e+18,-523643.79597786657,3.0178854829674864e+16,532183.1923202672
066-nm-03,7594982158.0,22879822.0,2.0455063336642703e+18,95315.89499865728,8178514.0,125038.768279733,8.664492748106598e+18,-526660.3696872368,3.15276583515312e+16,547327.3491145057
066-nm-04,7235883044.0,18918658.0,1.6389350688667412e+18,91627.87111099336,7394314.0,122933.16303043616,7.082535049174526e+18,-522327.2235415247,3.022247443703555e+16,531481.4028073868
066-nm-05,7722641338.0,22107752.0,1.5491590633998267e+18,94288.45495119187,7182692.0,122770.75105456047,6.682937298276235e+18,-531554.3071879484,3.001446972106992e+16,537017.899991093
066-nm-06,7823621108.0,22298660.0,1.4532506719685583e+18,94077.26333684694,6965955.0,122423.75742120032,6.285704084466674e+18,-533517.5021346974,3.019977904361181e+16,535764.1542921797
067-bg-01,6919905752.0,21102398.0,1.7157227575262036e+18,88872.72822354313,7660665.0,119945.41731393762,7.60194510979065e+18,-520977.5203979677,3.1313248339579256e+16,514671.8428181534
067-bg-02,5738847352.0,16675162.0,2.4453601569684326e+18,85815.99809690149,9009904.0,123998.78588125532,1.051560268595246e+19,-495140.5630619815,3.2248476387002736e+16,520656.1469490127
067-cl-01,7315579384.0,23878044.0,1.3661679194460004e+18,89909.19219929531,6895234.0,117717.19243959482,6.15868834149096e+18,-531307.368615249,2.8852041838354464e+16,510461.5740278551
067-cl-02,7372223700.0,23849828.0,1.6585793985868575e+18,90768.18571706073,7547726.0,119230.78438021896,7.379445491940841e+18,-529759.7174721741,2.946566956758772e+16,516412.62558989786
067-nm-01,7581542754.0,23218800.0,1.378973296892313e+18,92463.17508946316,6848956.0,120527.4778719801,6.076315054093628e+18,-532173.6595400065,2.809418384021156e+16,525231.2442530082
067-nm-02,7556935448.0,21426494.0,1.550864057148018e+18,92560.270552831,7209648.0,122234.85950845284,6.733186955409553e+18,-528347.5137436837,2.9021339064402464e+16,530091.5311882176
067-nm-03,6766473664.0,19778786.0,2.2723757261588367e+18,90990.72847806642,8640509.0,124970.44296889192,9.671033543329905e+18,-511359.4498949948,3.0022642038923696e+16,535172.3845450489
067-nm-04,7405080202.0,19453936.0,1.7880308910650918e+18,92257.4376422214,7716149.0,123107.1668655108,7.712486042690196e+18,-524428.6235083956,2.977464661098883e+16,532037.7464067086
067-nm-05,7450620052.0,20943804.0,1.6021657102965015e+18,91762.87467148244,7333796.0,122150.08422113452,6.96707040858059e+18,-526662.0807521531,2.968187508740063e+16,527975.6921150994
067-nm-06,7466671434.0,22507312.0,1.432975818373424e+18,91494.56385312314,6980193.0,120787.55683433924,6.311412425421706e+18,-529643.5238711612,2.9366316764850856e+16,523718.7063059816
068-bg-01,7798957976.0,23202216.0,1.4053720057053274e+18,93347.34398377912,6942018.0,119294.42244594898,6.242558106756639e+18,-537517.2608750474,2.9061174699423068e+16,523376.3684693712
068-bg-02,7585078294.0,23032226.0,1.5241224276043584e+18,92333.91041360873,7240811.0,119019.92901085677,6.791499346382908e+18,-534614.7534721908,2.9915776225257816e+16,520479.9933009314
068-cl-01,7298858946.0,24921948.0,1.3129404969005952e+18,90202.68593793212,6792715.0,116408.5240417008,5.976904869576968e+18,-534924.9986411358,2.935762382273829e+16,508277.1293837348
068-cl-02,7444875582.0,25450000.0,1.1972551397055173e+18,90755.7870737776,6507168.0,115763.3148453617,5.484953644370349e+18,-538326.2916486517,2.808044264443064e+16,507251.8074754244
068-nm-01,6558890512.0,20334814.0,2.4596611489405425e+18,91142.6482893522,8977777.0,125103.3232106008,1.0440758268834263e+19,-508497.8045000872,3.323705183070707e+16,535515.9861837494
068-nm-02,8149693288.0,24730710.0,1.2227353114456026e+18,94753.2250267871,6462771.0,119750.54169959496,5.410389114490372e+18,-542696.2149097947,2.816430061194596e+16,528550.8092346537
068-nm-03,6140491060.0,17677774.0,3.097604689891279e+18,91299.2110831582,9987079.0,127413.34929835214,1.2920294419583e+19,-498836.43231791735,3.1558138928134784e+16,544881.4042059052
068-nm-04,8146599436.0,24428212.0,1.2711162192926577e+18,94979.54861935774,6573540.0,120249.76685729183,5.597446227440059e+18,-542135.0895030568,2.946726107286671e+16,530495.0859331805
068-nm-05,8033240148.0,24630844.0,1.2670431502423217e+18,94396.23139931216,6576465.0,120021.54029813453,5.602426817323239e+18,-540471.2419552988,2.822435331389808e+16,528359.7689287241
068-nm-06,7875137696.0,23328618.0,1.3881635288003996e+18,93563.6745229816,6876072.0,120221.88828667646,6.124524184698111e+18,-537506.1304662587,2.915342819080232e+16,527648.5119387402
069-bg-01,5729376388.0,19466634.0,3.4064709967439514e+18,88043.53673374177,10547629.0,125640.10944745856,1.441134977021943e+19,-493301.6163984785,3.584687256689504e+16,532058.1335026475
069-bg-02,7406056148.0,24242100.0,1.3547602511371758e+18,90762.9911064469,6862000.0,117809.15019713358,6.099464321252605e+18,-533731.2492382489,3.162818209454606e+16,513045.8096395151
069-cl-01,7992912254.0,26046366.0,1.2788431969187866e+18,93554.50781590912,6648651.0,118421.25849951369,5.726081089170367e+18,-541702.2649392706,2.8310900699742816e+16,520765.8095412074
069-cl-02,7876973300.0,26168960.0,1.3938107397661233e+18,93733.84588409156,6931655.0,118861.41065071108,6.223931888281381e+18,-539980.44969492,2.7651263760431944e+16,522846.4714835056
069-nm-01,7754789126.0,22555444.0,1.2750390523261796e+18,92569.1833792838,6588760.0,120311.88972769058,5.623394984013688e+18,-534748.1052657416,2.98014710977828e+16,524682.2309644013
069-nm-02,7992786638.0,22932514.0,1.1671751948464888e+18,94264.7424182182,6317257.0,119716.79367841652,5.169491826492159e+18,-540883.3545821691,2.863849284606616e+16,527269.8805146854
069-nm-03,5230492306.0,16345640.0,3.7555827368123377e+18,90595.7979300236,10888424.0,130027.91653707543,1.5357707048204237e+19,-482786.8798486548,3.104809182332468e+16,552529.621090872
069-nm-04,5655069112.0,16638410.0,3.31008755228897e+18,91773.05951162775,10276721.0,128479.21854431136,1.3680595043496071e+19,-492135.0101379445,3.0198930175634344e+16,550041.3571426772
069-nm-05,8001376562.0,23350506.0,1.1430159654989007e+18,93953.77822538372,6256792.0,119719.24692022662,5.071006017968744e+18,-540640.6840432212,2.733875920488928e+16,526641.296740808
069-nm-06,5166517124.0,15055036.0,3.7197396743871406e+18,88966.10022448741,10841420.0,130105.08151782032,1.5225397661429823e+19,-480336.681551201,3.08484322645132e+16,549851.2434508756
070-bg-01,6610887040.0,19305110.0,3.3576828911052954e+18,89715.19991021605,10445174.0,126397.28815137853,1.413274469982918e+19,-505939.3444660593,4.288473276726131e+16,535810.2845805006
070-bg-02,6553280142.0,22005794.0,3.0446372953403745e+18,88984.04500017538,9992070.0,125358.33456687033,1.293319001672649e+19,-505615.7888182483,4.221194972517185e+16,529840.941499924
070-cl-01,7299218966.0,22571066.0,1.2812661775454628e+18,90012.51421957999,6705181.0,116693.883843829,5.823855292788447e+18,-533627.8834944052,2.84671520626974e+16,507953.9012726465
070-cl-02,7539154980.0,25375808.0,1.3106783267751777e+18,91205.79075731026,6765043.0,117342.88199274818,5.928312675316638e+18,-536392.4597738679,2.878570753340145e+16,512349.0017192557
070-nm-01,7286966262.0,19644218.0,2.57769211854869e+18,93041.948180284,9143129.0,126407.30423433636,1.0828907896360464e+19,-517400.22115808463,3.637880708922154e+16,543981.3673052073
070-nm-02,7368089766.0,21350226.0,1.6305373369753605e+18,91590.02247147584,7391540.0,122204.6299834621,7.077217329014928e+18,-525790.3895576391,3.296481793624185e+16,528940.0260585231
070-nm-03,7642411914.0,21446206.0,1.621844190480981e+18,92919.18888990472,7364896.0,122343.68802529872,7.026288734511532e+18,-529749.506627493,3.3268001461106268e+16,531826.4306624684
070-nm-04,7575143274.0,21970854.0,2.2966070144638003e+18,94834.99080468727,8656250.0,125335.0841445497,9.706309675854449e+18,-524820.3534132901,3.4707404960139984e+16,545118.9858225008
070-nm-05,5690167582.0,16012852.0,3.065597698014826e+18,87919.74790862942,9908937.0,128523.76423382969,1.2718906582823545e+19,-489343.00889315055,3.628739561260329e+16,540497.3987886145
070-nm-06,7268051336.0,20998920.0,1.6328269259847e+18,91473.995735881,7396698.0,122288.90918198932,7.087098822092513e+18,-524175.5952878452,3.28816386735222e+16,528798.9273669582
071-bg-01,7280726844.0,19541374.0,1.805706538863621e+18,90674.48879599848,7821030.0,121017.99742511356,7.923557748821171e+18,-525180.6739396395,3.035548611179988e+16,521275.6725781003
071-bg-02,6148817240.0,16936306.0,2.796977790763904e+18,89135.25255127923,9571658.0,125332.2420771891,1.186776519479156e+19,-500766.7806605138,3.012957791114576e+16,533221.0667737587
071-cl-01,6372949276.0,18778132.0,3.439440385196889e+18,90539.70664916,10535443.0,127278.0865877578,1.4378085172932827e+19,-502059.3653569255,3.4387363838666936e+16,541385.1277906009
071-cl-02,4668839558.0,14983672.0,4.660197534028856e+18,86112.13373658269,12124547.0,130658.80714771904,1.904265451502202e+19,-469207.7558430173,3.330360632943569e+16,545630.9783319297
071-nm-01,7325434348.0,19224116.0,1.750027857846256e+18,91551.50041082093,7659837.0,122208.41219666968,7.600318586547945e+18,-524639.0782847771,3.0205196479288176e+16,527835.0275565294
071-nm-02,7431350050.0,19946336.0,1.7196330346602135e+18,91488.7773275071,7594826.0,122051.96669558708,7.471853073485776e+18,-526459.8589889313,3.0440425636617296e+16,527474.0552952518
071-nm-03,7062914066.0,20444984.0,1.8430252911051323e+18,90869.18251505162,7864421.0,122235.51246202324,8.011730764852754e+18,-520354.9899780145,2.982887557440396e+16,525657.2086479218
071-nm-04,7707898320.0,23152108.0,1.292374215770894e+18,92405.9519016604,6654926.0,119463.99111873657,5.736901120151456e+18,-536136.2364163179,2.777310471703645e+16,522941.0556660584
071-nm-05,7730848140.0,21759464.0,1.3035872337786796e+18,92126.77687046117,6679856.0,119606.5725764366,5.779964824394297e+18,-535917.5269471443,2.834057863076151e+16,522679.75726128335
071-nm-06,7349372162.0,20587190.0,1.7905756721571128e+18,92127.30125290748,7744004.0,122230.21558085796,7.768264192809998e+18,-525164.005283843,3.026466050171343e+16,528864.6270834312
072-bg-01,8106683392.0,24821194.0,1.3217186219095782e+18,95182.82553735231,6713912.0,119742.8099920472,5.839054460227018e+18,-542009.2417659533,2.800119002285863e+16,529411.1644672073
072-bg-02,7713891684.0,21541652.0,1.900607255867791e+18,93344.31292094113,7972794.0,122297.69925951563,8.234062396017246e+18,-530687.044797523,3.077572959064757e+16,531936.7396052667
072-cl-01,7939984570.0,24741342.0,1.2872018213361876e+18,94045.44663391414,6650806.0,119071.70722145002,5.729798502273191e+18,-540237.3547199487,2.768108861654384e+16,524499.2680654727
072-cl-02,7700111330.0,23351332.0,1.2229597964224497e+18,93011.9000707473,6507458.0,118003.40895474303,5.485457772154643e+18,-539876.0731068949,2.762873618225481e+16,520469.0018724224
072-nm-01,8006639330.0,21280604.0,1.4431291569395994e+18,95384.79704591264,6942575.0,122615.93351206344,6.243582642941049e+18,-536626.6654224081,2.767289011327167e+16,539760.2383189924
072-nm-02,8124804154.0,24864266.0,1.2687172900304358e+18,95256.71542549788,6535367.0,121411.92714972756,5.532632260899446e+18,-539578.6564196579,2.9624912884367296e+16,534799.286108962
072-nm-03,8065779008.0,22853344.0,1.519826771385833e+18,95826.78917258294,7122352.0,122619.55683249912,6.571124775847606e+18,-537102.283253706,2.895649549699551e+16,540142.3336424144
072-nm-04,6945790184.0,16277864.0,2.4397783871406807e+18,92512.059108118,8872419.0,127155.6548306062,1.0197159529270243e+19,-511068.393106987,3.061205504928293e+16,546037.6946299344
072-nm-05,7919237568.0,20205510.0,1.3866083286826202e+18,94774.87651445543,6814889.0,122101.38453768304,6.016029274751822e+18,-536024.9432594806,3.0090683911711416e+16,536562.3225474185
072-nm-06,5406752170.0,14333648.0,3.299324378867647e+18,89591.92046308187,10225439.0,129735.95088737592,1.3544408727807543e+19,-485193.2040509239,3.129183254123935e+16,549357.9685536964
073-bg-01,6617153356.0,20449406.0,1.7889491755945528e+18,88846.28956291827,7790926.0,120992.5146506402,7.862676602031497e+18,-514629.2276725123,3.0561253245417504e+16,517719.8083203852
073-bg-02,7386148658.0,22591788.0,1.5673986719940572e+18,91223.994045316,7297212.0,120554.10120049537,6.897723754220909e+18,-528218.1108500321,3.083024148375623e+16,522810.0646229393
073-cl-01,6037517202.0,19713234.0,1.9111751320098573e+18,86980.61386078988,8132137.0,118392.24912658417,8.566448713841089e+18,-510715.2104115492,3.009231638907165e+16,506109.8243807594
073-cl-02,5459014670.0,17512666.0,2.8870359018833096e+18,87065.77419318199,9865843.0,121592.9755500746,1.2608455294837238e+19,-496337.0816708356,3.139663251983484e+16,516006.8251353125
073-nm-01,6791464614.0,18199896.0,2.2131926385617715e+18,90497.17544920876,8518376.0,125095.59597158004,9.399567408501492e+18,-511669.3095542971,3.190087061379351e+16,535180.1518714032
073-nm-02,7298497096.0,24197538.0,1.3801452435210734e+18,91807.39324652147,6844011.0,120936.09378316454,6.067547007943762e+18,-526892.7770858743,2.907048799637725e+16,525749.070824957
073-nm-03,7359581462.0,21192300.0,1.5868725958001024e+18,93436.81414672028,7301447.0,121722.05332004125,6.905743143711487e+18,-528999.5411345661,3.1080205210772776e+16,533412.7550352032
073-nm-04,6614770116.0,21684882.0,1.9256613501228905e+18,90009.65689487105,8001722.0,123335.6513927144,8.293929784280049e+18,-512325.088651154,3.5002205841016176e+16,529221.5034832639
073-nm-05,5934428916.0,19127760.0,2.6577741061449554e+18,89627.30005557182,9280085.0,126657.52942915804,1.115575415386311e+19,-497324.988446356,3.4031860571194816e+16,538493.6938332334
073-nm-06,6208521980.0,17936334.0,2.687541498383697e+18,89028.00029620592,9356035.0,126087.86882505933,1.133909748299934e+19,-500342.5535245423,3.582211984925755e+16,534438.9655105644
074-bg-01,6763930384.0,18271458.0,2.3178123641734364e+18,89010.70829567374,8826652.0,122060.57222169948,1.009218642347854e+19,-514976.15615112206,3.365607740233749e+16,521992.6309248574
074-bg-02,6998388412.0,21558664.0,1.5996389312344512e+18,89775.95101271354,7404694.0,119744.94688248212,7.102410605704369e+18,-523656.4081057595,3.096992754735087e+16,516850.4510124562
074-cl-01,6876043770.0,22205682.0,1.580256386939152e+18,88025.40005024533,7456932.0,116346.32716302176,7.202951587779657e+18,-527239.4797019309,3.0069122252119304e+16,503064.5273610329
074-cl-02,6610226176.0,20863650.0,2.0326698981691336e+18,86550.98911429872,8417214.0,117694.00880242416,9.177577846778626e+18,-519490.84804814734,3.254151250915531e+16,502569.6416544334
074-nm-01,6874397424.0,19920854.0,1.908618602673385e+18,89962.19487284416,8011115.0,121963.1496783058,8.313402042787592e+18,-518015.6354154483,3.3396140650174224e+16,524102.41958138935
074-nm-02,7168904678.0,19185498.0,2.306563417728229e+18,92199.94199372828,8734202.0,123898.64446623588,9.881899665408567e+18,-519845.4183617445,3.3455489288470944e+16,534559.6996085172
074-nm-03,7351177968.0,19294316.0,2.1139831023103217e+18,91749.78973613742,8376201.0,123699.4192555256,9.08840912192108e+18,-521739.4568411875,3.0539988093141456e+16,532300.731743828
074-nm-04,7246492770.0,21588320.0,1.6335678181436754e+18,90789.149732506,7439048.0,121017.04805877716,7.16847652886436e+18,-525444.2574452729,3.1362198546158856e+16,523036.5234547169
074-nm-05,7245062016.0,21369948.0,1.75754727111369e+18,91378.4016682504,7685023.0,122029.90826796713,7.65038141400666e+18,-523732.03925190703,3.129368545114301e+16,527486.3032914056
074-nm-06,6537344590.0,18384774.0,1.8566426278655007e+18,88569.10835854078,7910371.0,121806.60657382572,8.105622966500904e+18,-512635.9458024588,3.232292862797599e+16,520995.7699988408
075-bg-01,6657940890.0,20601188.0,1.6412109053117394e+18,88516.50150821377,7488347.0,120013.80573607916,7.26379626084418e+18,-517570.233588579,3.2058363262613424e+16,515208.3338571946
075-bg-02,5433238034.0,19870608.0,2.6831885491662684e+18,86561.25994409723,9423391.0,124085.64873167127,1.1502931716226836e+19,-491676.2880809432,3.486894664361512e+16,522418.86622501
075-cl-01,5429470552.0,20944148.0,2.2794327263580155e+18,86870.00054263696,8769392.0,121627.9795663564,9.961666213031186e+18,-497248.33340746857,3.096706436623243e+16,515837.3667663852
075-cl-02,6264449934.0,23752488.0,1.816711923122195e+18,88091.08482340316,7887340.0,119742.65434057356,8.058477015114972e+18,-512600.9417990871,3.064230366266533e+16,512868.378420121
075-nm-01,7089402984.0,20406930.0,1.6657250367698657e+18,90415.82234238808,7494692.0,121680.63492392623,7.276122755546916e+18,-522008.8703061251,3.2093232798341904e+16,524148.4915970675
075-nm-02,6994898306.0,20930546.0,1.6156715749500257e+18,89997.62257403757,7384581.0,121607.42236721797,7.063892458893971e+18,-520875.5416912844,3.129166357046418e+16,523634.2543711289
075-nm-03,6623658406.0,20760398.0,1.638887860623281e+18,88230.86712748476,7456921.0,120981.19208545236,7.202963015879644e+18,-515824.8601024932,3.196225630607185e+16,518011.2608136574
075-nm-04,5137742498.0,18059222.0,3.163454111206652e+18,86660.16314980735,10112895.0,127258.10629031112,1.3247876904531775e+19,-483582.48303137,3.5971930795829944e+16,533309.3575639674
075-nm-05,6079994232.0,19570986.0,2.501021458510934e+18,89188.60740264831,9053129.0,125234.36776385164,1.0616757388587315e+19,-501441.5540767422,3.324526173692196e+16,532547.4841955365
075-nm-06,7007711490.0,23471974.0,1.752235669789167e+18,90882.68595259468,7681199.0,121581.8871097976,7.642767198453563e+18,-521623.8591350994,3.406328078723388e+16,525161.4041877845
